pat_no,claim_no,claim_txt,dependencies,ind_flg,appl_id
3930300,7,7. A process as in claim 5 wherein said planar surface layer is a single crystal silicon having a [100] crystal plane orientation.,5,0,
3930301,3,"3. A machine tool according to claim 1, which includes means for holding said deposit plate resiliently displaceably in its plane within a limited range.",1,0,
3930301,2,"2. A machine tool according to claim 1, in which the region of movement of the tool head is determined by the displacement of at least one of said head stock, said supporting sleeve, and said stand.",1,0,
3930301,1,"1. A heavy machine tool, especially boring and milling machine, which is adapted to selectively receive one of a plurality of tool heads having machining tool means mounted thereon, said machine tool including: a stand horizontally movable along a bed, a headstock vertically displaceably mounted on said stand, a supporting sleeve slidable in said headstock, a rotary boring spindle drive means having an axis of rotation arranged in said supporting sleeve, a pull rod operable chucking device arranged in said supporting sleeve for respectively driving and chucking a heavy tool head therein, said tool head comprising a housing adapted to be supported by said supporting sleeve and containing tool drive elements engageable with said spindle drive means, the outer peripheral surface of said housing being provided intermediate its ends with a circumferential circular groove located all around in a plane substantially perpendicular to the axis of rotation of said boring spindle, at least one device for the deposit of a tool head in readiness for use, said last mentioned device including a vertically standing holding plate means having an upper edge corresponding in contour to the said circular arc-shaped annular groove of said tool head and having a thickness corresponding to the width of said groove, said plate being adapted to receive and support said tool head by means of said groove, said device being located within the range of movement of the respective stand and tool head whereby the slide by movement with respect to said plate may deposit a tool head directly on said plate or engage a tool head while it is supported by said plate.",,1,
3930301,9,"9. A machine tool according to claim 1, which includes a turntable, and a plurality of devices for depositing tools and placing the same in readiness for use.",1,0,
3930301,5,"5. A machine tool according to claim 4, which includes abutment means, and in which said lever means includes a lever pivotable in downward and upward direction, the pivotal downward movement of said lever being limited by said abutment means, and the pivotal upward movement being yieldably opposed by said spring means.",4,0,
3930301,15,"15. A machine according to claim 13, which includes spring means urging said clamping ring into interlocking position with said clamping bolt means.",13,0,
3930301,11,"11. A machine tool according to claim 10, which includes a lifting device having a pivotable supporting arm for transferring tools to said devices for depositing tools and for placing same in readiness for use and vice versa.",10,0,
3930301,8,"8. A machine tool according to claim 7, which includes spring means associated with said ground plate for displacing said ground plate in the outward moving direction of said supporting sleeve and in opposite direction perpendicular to the plane of the deposit plate and relative to said base plate.",7,0,
3930301,7,"7. A machine tool according to claim 4, which includes a base plate and a horizontal ground plate supporting said stand plate and displaceable on said base plate in a direction transverse to the plane of said deposit plane and adapted to be aligned with the axis of the boring spindle in conformity with the tool head.",4,0,
3930301,4,"4. A machine tool according to claim 1, which includes a turntable bearing pin, a horizontal bearing pivot eccentrically connected to said bearing pin and supporting said deposit plate, spring means, and lever means connected to said bearing pin and acted upon by said spring means, the magnitude of the force exerted by said spring means corresponding to the weight of a tool head to be supported by said deposit plate.",1,0,
3930301,10,"10. A machine tool according to claim 9, which additionally includes a tool magazine.",9,0,
3930301,13,"13. A machine according to claim 12, in which said supporting sleeve has a free end provided with an annular flange, and which includes: a clamping ring engaging said annular flange at the side of said head stock, said clamping bolt means being provided with heads and said annular flange being provided with passages associated with said heads while said clamping ring has slots arranged in alignment with said passages and of such a shape that by turning said clamping ring after said heads extend through said slots a lock of the type of a bayonet joint is obtained.",12,0,
3930301,12,"12. A machine according to claim 1, wherein said tool head includes a drive shaft for a milling head, a follower flange non-rotatably but longitudinally displaceably mounted on said drive shaft, said drive shaft being adapted to be coupled to said boring spindle by means of said follower flange and to be chucked by said chucking device, and clamping bolt means supported by said housing and operable at the same time at which said drive shaft is being coupled to said boring spindle to engage said supporting sleeve and to be chucked thereto.",1,0,
3930301,14,"14. A machine according to claim 12, which includes spring means respectively surrounding said clamping bolt means and urging the same in the direction away from said head stock, pivotable lever means engaging that end of said clamping bolt means which is remote from the head thereof, said follower flange being longitudinally displaceable by said boring spindle on said drive shaft to thereby bring about a tilting of said lever means so as to cause the latter to move the pertaining clamping bolt means against the thrust of said spring means slightly in the direction toward said head stock.",12,0,
3930301,6,"6. A machine tool according to claim 4, which includes: a stand plate having said bearing pin journalled therein, a bracket plate extending along a plane substantially parallel to said deposit plate and being eccentrically arranged with regard to and supported by said bearing pin while being substantially parallel to said stand plate, said deposit plate being connected to said bracket plate so as to be displaceable transverse thereto and to be arrestable, and bolt means extending with play through said stand plate and guiding said bracket plate parallel to said stand plate.",4,0,
3930302,3,"3. A machine tool according to claim 1, wherein the other end of one of said guard covers is superposed with the other end of the other of said guard covers when said guard covers are closed.",1,0,
3930302,2,"2. A machine tool according to claim 1, wherein each of said guard covers is provided with a notch such that a tool change operation may be performed without said tool change arm interfering with said guard covers.",1,0,
3930302,1,1. A machine tool comprising:a tool storage magazine for storing a plurality of radially arranged tools in a horizontal plane and provided with a tool change position;a spindle for receiving a tool from said magazine to perform a machining operation;a tool change arm for changing respective tools between the tool change position on said magazine and said spindle;a pair of guard covers arranged between said tool change position and said spindle and capable of being pivoted in a horizontal plane; and drive means operatively connected with one end of each of said guard covers for normally maintaining said guard covers closed to receive a tool which may accidentally fall from said magazine and for opening said guard covers to permit a tool change operation between said tool change position and said spindle.,,1,
3930303,1,"1. In a method for manufacturing thermoelectric modules including: the steps of stacking very thin plates of P type and very thin plates of N type alternately, and connecting each plate of one type to the neighboring plates which are of the other type by connection bridges arranged on the edge of said plates, the improvement comprising the steps of:taking a block of P type and a block of N type, these blocks having a parallelepipedical shape and the same dimensions;cutting up these blocks parallel to one of their faces into plates of P type and into plates of N type;forming a stack by assembling alternately the same number of plates of P type and of N type while inserting between the adjacent faces, insulating sheets which are very thin and have the same dimensions as the plates with the said sheets being arranged so as to be alternately recessed with respect to the plates on one face of the stack and to extend slightly beyond the other face; andimmersing in brazing material the two opposite faces of the stack beyond which the insulating sheets extend.",,1,
3930304,2,"2. A method according to claim 1, in which the step of applying pulses of electrical energy is carried out by applying successive series of several individual pulses of constant pulse duration and frequency and of amplitude such that the pulse amplitude is increased after the termination of each series of several individual pulses.",1,0,
3930304,5,"5. A method according to claim 1, in which the step of applying pulses of electrical energy is carried out by applying a series of electrical pulses of constant pulse amplitude and frequency but of pulse duration increasing from pulse to pulse.",1,0,
3930304,12,"12. A method of providing an electrical resistance of a magnitude within a predetermined resistance range in an integrated circuit unit, comprising the steps of:providing in said integrated circuit a plurality of parallel resistance paths connected together by metallic connection paths which are part of the metallic connection path pattern of the integrated circuit unit;burning out a portion of one of said metallic connection paths so as to disconnect at least one of said parallel resistances by applying to said metallic path portion a plurality of individual pulses of electrical energy in rapid succession in such a way as to deliver increasing amounts of energy per units of time until said path is interrupted by burn-out;measuring the effective resistance of said remaining parallel resistance paths after disconnection as aforesaid, and repeating the burnout disconnecting step and the measuring step until the effective resistance of the remaining parallel resistance paths is within said predetermined range.",,1,
3930304,3,"3. A method according to claim 1, in which the step of applying pulses of electrical energy is carried out by applying a series of electrical pulses of constant pulse duration and frequency but of pulse amplitude increasing from pulse to pulse.",1,0,
3930304,11,"11. A method according to claim 1, operated repeatedly for burning out a succession of selected conductive connections of an integrated circuit, in which the step of applying pulses of electrical energy is in each case carried out by applying a succession of pulses of which the first has an energy content of a predetermined value selected to be less than the energy content necessary to burn out at once the most easily burned out connection of said selected conductive connections to be burned out.",1,0,
3930304,9,"9. A method according to claim 1, in which the step of applying pulses of electrical energy is continued for the application of several supplementary pulses after said connection is interrupted by burnout.",1,0,
3930304,13,"13. A method according to claim 12, in which the step of applying pulses of electrical energy to a connection path is carried out with the simultaneous application of a superimposed direct current to said connection path and in which such superimposed direct current (I.sub.1) is utilized for measuring the effective resistance of the remaining parallel combination of resistances.",12,0,
3930304,4,"4. A method according to claim 1, in which the step of applying pulses of electrical energy is carried out by applying successive series of several individual pulses of constant pulse amplitude and frequency, with the pulse duration such that the pulse duration is increased after the termination of each series of several individual pulses.",1,0,
3930304,14,"14. A method according to claim 12, in which each step of applying pulses of electric energy as aforesaid is followed by the application of at least one further pulse of electric energy of the same succession of pulses after the path to which the pulses were being applied has been interrupted by burnout.",12,0,
3930304,10,"10. A method according to claim 1, operated repeatedly for burning out a succession of selected conductive connections of an integrated circuit, in which the step of applying pulses of electrical energy is in each case carried out by applying a succession of pulses of which the first has an energy content of a predetermined value selected to be not greater than the energy content barely capable of burning out the most easily burned out one of the selected conductive connections to be burned out.",1,0,
3930304,1,"1. A method of burning out a selected conductive connection of an integrated circuit unit having a metallic connection pattern, comprising the step of:applying a plurality of individual pulses of electrical energy in rapid succession to a selected portion of said metallic connection pattern constituting a selected conductive connection to be burned out, in such a way as to deliver to said selected connection amounts of energy per unit of time that increase with time until said connection is burned out.",,1,
3930304,8,"8. A method according to claim 1, in which the step of applying pulses of electrical energy is carried out while superimposing a constant direct current (I.sub.1) upon the applied pulses of electrical energy.",1,0,
3930304,7,"7. A method according to claim 1, in which the step of applying pulses of electrical energy is carried out by applying a series of pulses in which at least two of the characteristics of pulse amplitude, pulse duration and pulse frequency are increased with the progress of time.",1,0,
3930304,6,"6. A method according to claim 1, in which the step of applying pulses of electrical energy is carried out by applying a series of several individual pulses of constant pulse amplitude and duration, but of increasing pulse frequency.",1,0,
3930305,2,"2. A method for manufacturing integrated circuits, said method comprising the steps of:providing a first set of electrically conductive areas on each of those portions of an integrated circuit substrate having doped zones on which electrical contacts are to be made,providing a selective insulating layer by gaseous deposition, so that the upper portions of said conductive areas be flush with the surface of said selective insulating layer, andproviding thereabove a second set of conductive areas adapted to constitute connections between said upper portions,wherein said selective insulating layer is obtained by first depositing an insulating layer of substantially even thickness, and then etching said insulating layer forming protrusions and holes in such a manner that said protrusions corresponding to the first set of conductive areas are etched far more quickly than said holes of said insulating layer, wherein said conductive areas are made of molybdenum and comprising the steps of:depositing doped silica on said conductive areas,depositing an even layer of silica, in a gaseous state and in an oxidizing medium, on said substrate, whereby molybdenum is caused to swell and a break is formed in the silica layer portion covering said molybdenum, and removing said portion by means of a solvent.",,1,
3930305,1,"1. A method for manufacturing integrated circuits, said method comprising the steps of:providing a first set of electrically conductive areas on each of those portions of an integrated circuit substrate having doped zones on which electrical contacts are to be made,providing a selective insulating layer by gaseous deposition, so that the upper portions of said conductive areas be flush with the surface of said selective insulating layer, andproviding thereabove a second set of conductive areas adapted to constitute connections between said upper portions,wherein said selective insulating layer is obtained by depositing, on the upper faces of the conductive areas of said first set, a material capable of preventing said insulating layer from adhering to the conductive portions, wherein said conductive areas are made of molybdenum and said selective insulating layer is obtained by submitting said substrate to a gaseous stream containing silane (SiH.sub.4) oxygen and hydrochloric gas with sublimation of a small part of the molybdenum preventing formation of silica on the molybdenum areas.",,1,
3930306,14,"14. A process for attaching a lead member to a semiconductor body comprises the steps ofA. providing (i) a semiconductor body having a joining surface; (ii) a contact member formed substantially of a refractory metal and having a joining surface of said refractory metal at each end thereof; (iii) a lead member formed substantially of a thermally and electrically conductive metal and having at one end a joining surface; and (iv) a brazing preform formed substantially of a brazing alloy comprising on a weight basis about 80-89 percent copper, about 5-15 percent silver, and about 4-6 percent phosphorus, and having a joining surface at each end thereof.B. forming an assembly by simultaneously contacting (i) said joining surface of said semiconductor body to one of said refractory metal joining surfaces of said contact member; (ii) the other of said refractory metal joining surfaces of said contact member to one of said brazing alloy joining surfaces of said preform; and (iii) the other of said brazing alloy joining surfaces of said preform to said conductive metal joining surface of said lead member;C. heating said assembly in an inert atmosphere at least to the alloy wetting point to cause brazing of contacting joining surfaces; andD. allowing said assembly to cool, thereby to join said semiconductor body, said contact member, said preform, and said lead member into a unitary structure.",,1,
3930306,1,"1. A process for attaching a lead member to a semiconductor device comprising the steps ofA. providing a lead member formed substantially of a thermally and electrically conductive metal and terminating at one end in a joining surface; and a semiconductor device comprising a semiconductor body and a contact member formed of a refractory metal extending outwardly from said body and terminating in a joining surface of said refractory metal spaced from said body;B. placing said joining surfaces of said members in contact with a brazing alloy comprising on a weight basis about 80-89 percent copper, about 5-15 percent silver, and about 4-6 percent phosphorus;C. heating the brazing alloy at least to its wetting point for a period of time sufficient to melt the brazing alloy; andD. allowing the molten brazing alloy to cool and solidify in contact with said joining surfaces of said members, thereby to join said contact member and said lead member into a unitary structure.",,1,
3930306,11,11. The process of claim 1 wherein the heating of step (C) is performed in an inert atmosphere.,1,0,
3930306,5,5. The process of claim 1 wherein the conductive metal is selected from the group consisting of silver and copper and alloys thereof.,1,0,
3930306,4,4. The process of claim 3 wherein said refractory metal is molybdenum.,3,0,
3930306,19,19. The process of claim 14 wherein said semiconductor body is formed substantially of silicon and has an electrically conductive layer of metal selected from the group consisting of aluminum and gold disposed thereon to define said joining surface thereof.,14,0,
3930306,2,2. The process of claim 1 including the additional step of subsequently applying and fusing a passivating layer of a passivating material about said body and about said contact member between said joining surface thereof and said body.,1,0,
3930306,26,26. The process of claim 25 including the additional step of subsequently applying and fusing a passivating layer of a passivating material selected from the group consisting of glass and plastic about said semiconductor body and about said contact member between said refractory joining surfaces.,25,0,
3930306,8,8. The process of claim 7 wherein the passivating material is glass.,7,0,
3930306,24,"24. The process of claim 21 wherein said refractory material is molybdenum, said conductive metal is copper, said passivating material is glass, and said semiconductor body is formed substantially of silicon and has an electrically conductive layer of aluminum disposed thereon to define said joining surface thereof.",21,0,
3930306,16,16. The process of claim 15 wherein said refractory metal is molybdenum.,15,0,
3930306,6,6. The process of claim 5 wherein said conductive metal is copper.,5,0,
3930306,7,7. The process of claim 2 wherein the passivating material is selected from the group consisting of glass and plastic.,2,0,
3930306,12,"12. The process of claim 1 wherein said joining surfaces of said members are of substantially the same configuration and size, and wherein the brazing alloy is provided as a preform with joining surfaces of substantially similar configuration and size abutting said joining surfaces of said members.",1,0,
3930306,22,22. The process of claim 21 wherein said passivating material is selected from the group consisting of glass and plastic.,21,0,
3930306,18,18. The process of claim 17 wherein said conductive metal is copper.,17,0,
3930306,21,21. The process of claim 14 including the additional step of subsequently applying and fusing a passivating layer of a passivating material about said semiconductor body and about said contact member between said refractory metal joining surfaces.,14,0,
3930306,17,17. The process of claim 14 wherein said conductive metal is selected from the group consisting of copper and silver and alloys thereof.,14,0,
3930306,27,27. The process of claim 14 wherein said assembly is heated in an inert atmosphere at substantially atmospheric pressure.,14,0,
3930306,15,"15. The process of claim 14 wherein said refractory metal is selected from the group consisting of molybdenum, tungsten, tantalum and alloys thereof.",14,0,
3930306,13,"13. The process according to claim 2 wherein said refractory metal is selected from the group consisting of tungsten, molybdenum, tantalum, and alloys thereof; said thermally and electrically conductive metal is selected from the group consisting of silver, copper and alloys thereof; said brazing alloy comprises on a weight basis about 80 percent copper, about 15 percent silver and about 5 percent phosphorus; and said passivating material is selected from the group consisting of glass and plastic.",2,0,
3930306,3,"3. The process of claim 1 wherein the refractory metal is selected from the group consisting of tungsten, molybdenum, tantalum, and alloys thereof.",1,0,
3930306,23,23. The process of claim 22 wherein said passivating material is glass.,22,0,
3930306,9,9. The process of claim 1 wherein said semiconductor body is formed substantially of silicon.,1,0,
3930306,10,"10. The process of claim 2 wherein said refractory metal is molybdenum, said conductive metal is copper, said passivating material is glass, and said semiconductor body is formed substantially of silicon.",2,0,
3930306,20,"20. The process of claim 14 wherein said refractory metal is molybdenum, said conductive metal is copper, and said semiconductor body is formed substantially of silicon with a layer of aluminum disposed thereon to define said joining surface thereof.",14,0,
3930306,25,"25. The process according to claim 14 wherein said semiconductor body is formed substantially of silicon and has an electrically conductive layer of a metal selected from the group consisting of aluminum and gold disposed thereon to define said joining surface thereof; said refractory metal is selected from the group consisting of molybdenum, tungsten, tantalum, and alloys thereof; said thermally and electrically conductive metal is selected from the group consisting of copper, silver and alloys thereof; and said brazing alloy comprises on a weight basis about 80 percent copper, about 15 percent silver, and about 5 percent phosphorus.",14,0,
3930307,12,"12. Apparatus for the assembly of electrical components according to claim 4 wherein said assembly line further comprises a plurality of repair stations, said pallet being adapted to move from a work station to a repair station prior to completion of assembly of the electrical components in event that a defect is discovered in assembly of the electrical components at said work station.",4,0,
3930307,9,"9. Apparatus for the assembly of electrical components according to claim 8 wherein said projector means projects instructions and diagrams on said pallet, thereby providing an operator with precise instructions and diagrams needed for the assembly of electrical components.",8,0,
3930307,6,6. Apparatus for the assembly of components according to claim 4 wherein said assembly line is powered to move said plurality of pallets independently of one another.,4,0,
3930307,5,5. Apparatus for the assembly of components according to claim 4 wherein said plurality of pallets are independently powered to move along said assembly line.,4,0,
3930307,1,1. A method for assembly of components comprising:collecting the components to be assembled on one of the plurality of non-synchronous independently moving pallets;moving each pallet from one work station to another work station along an assembly line independently of other pallets;assembling the components on the pallets at work stations along the assembly line;electrically testing the partially assembled components at intermediate stages of assembly prior to completion of assembly; andpassing the partially assembled components on the pallets to the next stage of assembly only when the testing has been completed and the components have been shown to be correctly assembled.,,1,
3930307,8,"8. Apparatus for the assembly of components according to claim 4 and further comprising: a projector means disposed above selected work stations of said assembly line, said projector means being adapted to project indications for the assembly of electrical components.",4,0,
3930307,7,7. Apparatus for the assembly of components according to claim 4 wherein the components to be assembled are parts of a wiring harness.,4,0,
3930307,4,"4. Apparatus for the assembly of components comprising:a plurality of non-synchronous pallets on which the components are assembled;an assembly line along which said pallets move, said assembly line having a plurality of work stations, said pallets moving from one work station to another work station independently of other pallets as the components are assembled on the pallets; andelectrical testing means for testing assembled components on said pallets before completion of assembly of the components to determine the presence of electrical shorted conditions, electrical open conditions and incorrectly assembled components, said pallets moving from one work station to the next work station only when said testing by said testing means has been completed and all components have been shown to be correctly assembled at the respective work station.",,1,
3930307,3,3. The method for assembly of electrical components according to claim 1 and further comprising:passing any partially assembled components which have been found to be defective as a result of said testing to a repair stage wherein said partially assembled components are correctly assembled.,1,0,
3930307,11,"11. Apparatus for the assembly of electrical components according to claim 4 wherein said pallet is a substantially flat, rectangular structure.",4,0,
3930307,2,"2. The method for assembly of electrical components according to claim 1 wherein said testing of partially assembled components at intermediate stages of assembly includes testing said electrical components for electrical open conditions, electrical shorted conditions, and incorrectly assembled components.",1,0,
3930307,13,"13. Apparatus for the assembly of electrical components according to claim 4 wherein said assembly line further comprises a plurality of waiting stations, wherein said pallet may wait before proceeding any further on the assembly line.",4,0,
3930307,10,"10. Apparatus for the assembly of electrical components according to claim 4 wherein said pallet includes a plurality of mounting bases upon which said components are supported, said mounting bases supporting said electrical components to be assembled above the surface of said pallet.",4,0,
3930308,3,"3. A method as set forth in claim 1 further comprising the step of locating a second spring body beside the former body and opposite to the first spring body, and winding the coil around both spring bodies and former body.",1,0,05502996
3930308,4,"4. A method as set forth in claim 1 further comprising the step of cleaning portions of the coil turns exposed externally of the spring body to expose bare metal portions in a row extending longitudinally of the spring body, and spot plating the bare metal portions to define contact points.",1,0,05502996
3930308,2,"2. A method as set forth in claim 1 further comprising the step elastically deforming the spring body in the same sense as the lead of the coil prior to winding the coil, and holding the spring body in the elastically deformed condition until after the coil cutting operation when the deformation is relaxed and the coil turns thereby flattened.",1,0,05502996
3930308,1,"1. A method of manufacturing an electrical connector comprising the steps of providing an elongate spring body having a generally uniform cross-section which is resiliently deformable transversely of the body length, locating a former body beside the spring body whereby the former body extends longitudinally of and projects laterally from the spring body, winding a single layer coil of conductor wire around the spring body and the former body to extend longitudinally in closely spaced turns, bonding the turns to the spring body, cutting the coil longitudinally at turn portions around the former body and spaced from the spring body to separate adjacent turns thereby defining discrete conductive paths disposed in insulating spaced relationship around the spring body and integral lead conductors extending from the turns on the spring body to the cut portion on the former body, and removing the former body from the spring body.",,1,05502996
3930309,3,"3. The knife as set forth in claim 1 and wherein the tang of said blade defines a pair of indentations therein on opposite sides of the aperture of the tang, and wherein the handle includes a movable protrusion and spring means biasing said protrusion toward engagement with the path of the indentations as the blade is pivoted in the handle, whereby the protrusion becomes biased in one of the indentations to releasably hold the blade in a fixed position with respect to the handle.",1,0,
3930309,7,"7. In a knife structure comprising a handle and a blade foldably connected to one end portion of the handle, the improvement therein of said handle including a unitary inner handle with side walls and a back wall extending along its length and defining a blade receiving slot and an approximately cylindrical head portion at one end, said slot extending through said head portion at a depth less than the depth at which it is formed between said side walls, a blade pivot pin supported at its ends in said head portion and extending through said slot and movable along its longitudinal axis through said head portion, said head portion defining a spring bore therein, a coil compression spring mounted in said spring bore and a ball member positined between said spring and said blade and biased by the spring into engagement with said blade to yieldably restrain the movement of the blade with respect to the handle, and a ring lock defining a slot therein rotatably mounted on and extending about said approximately cylindrical head portion of said handle and about the ends of said pivot pin and about said coil compression spring, said ring lock being rotatably about said handle to register its slot with the blade receiving slot of said handle to permit the blade to fold through its slot or to move its slot out of registration with the blade receiving slot of said handle to lock the blade with respect to said handle, and means for limiting the rotation of said ring lock with respect to said handle whereby the slot of the ring lock does not move into alignment with said pivot pin.",,1,
3930309,5,"5. A knife comprising a handle defining a blade-receiving slot extending along its length and through one end portion thereof, a blade including a tang pivotally mounted in the blade slot of the slotted end portion of said handle and said blade being movable between a closed position with an edge in said blade slot and an opened position where it is coextensive with said handle, said tang being rounded about its end away from the distal end of the blade, and a sleeve-shaped ring lock rotatably mounted about the slotted end portion of said handle, said ring lock defining an open slot alignable with the blade slot of said handle and including an undercut arcuate section exetnding from its slot and the front edge of the ring lock about a portion of its inner surface, and an inwardly extending arcuate protrusion adjacent the undercut section at the rear edge of the ring lock, whereby when the blade is opened from the handle where it is coextensive with the handle, the ring lock is rotatable about the slotted end portion of the handle with its undercut arcuate section movable over the tang of the blade and the inwardly extending arcuate protrusion movable over the rounded end portion of the tang, and when the blade is closed into the blade slot of the handle, the ring lock is not rotatable about the slotted end portion of the handle since the inwardly extending arcuate protrusion cannot move over the tang of the blade.",,1,
3930309,6,"6. A knife comprising a handle defining a blade receiving a slot extending along its length and through an end portion thereof, a blade including a tang inserted into the slotted end portion of said handle, the slotted end portion of said handle and the tang of said blade each defining aligned openings, and a pivot pin positioned in said aligned openings, said pivot pin being movable along its longitudinal axis with respect to said handle, a ring lock rotatably mounted on the slotted end portion of said handle about the ends of said pivot pin and confining said pivot pin in said aligned openings, said ring lock defining a slot therein rotatable into and out of alignment with the blade-receiving slot of said handle, and means for limiting the rotation of said ring lock with respect to said handle whereby the slot of the ring lock does not move into alignment with said pivot pin.",,1,
3930309,2,2. The knife as set forth in claim 1 and wherein said slotted ring lock is rotatable about the handle only when the blade is open and coextensive with the handle whereby the slot of the bolster is movable out of alignment with the slot of the handle to lock the blade open with respect to the handle.,1,0,
3930309,4,"4. The knife of claim 1 and wherein said tang defines a rounded peripheral portion and hemispherical indentations are formed on opposite sides of the aperture of the tang in its rounded peripheral portion, and wherein said handle includes a bore at its slotted end portion, a spring seated in said bore, and a ball seated on said spring and biased by said spring into engagement with the rounded peripheral portion of said tang, whereby the ball registers with the indentations of the tang when the blade is pivoted with respect to the handle.",1,0,
3930309,1,"1. A knife comprising a handle defining a blade slot extending along its length and through an end portion thereof, a pivot pin aperture extending through the slotted end portion of said handle, a blade including an apertured tang, said apertured tang positioned in the blade slot of said handle with its aperture in alignment with said pivot pin aperture, a pivot pin extending through the aperture of said tang and the pivot pin aperture of said handle, said pivot pin being movable along its length and rotatable about its longitudinal axis in the pivot pin aperture of said handle, a slotted ring lock rotatably mounted on and extending about the slotted end of said handle over the ends of said pivot pin, whereby the ring lock confines the pivot pin in the handle and the blade is pivotable about the pivot pin between a closed position where an edge portion thereof is located in the slot of the handle and an open position where it is coextensive with the handle.",,1,
3930310,8,8. The power tool of claim 6 further including preload spring means for applying minimum pressure between the drive roller and the ring tool.,6,0,
3930310,1,"1. In a manual annular ring tool power saw having a housing for supporting the annular ring tool and a power unit mounted on the housing, an improved ring tool stablization means comprising:a two-piece ring tool housing interconnected by a pivot means for permitting the two pieces of said housing to pivot toward and away from each other and preload means for urging said two pieces toward each other;an annular ring tool detachably retained in said housing;a power unit mounted on one piece of said housing, said power unit having a drive shaft terminated in a drive roller thereon adapted to engage one side of the ring tool to rotate the ring tool about its virtual axis, said drive roller being located relative to said pivot such that workpiece resistance forces produce a torque about said pivot for moving said housing pieces toward each other; anda ring tool support means mounted on said other housing piece adapted to engage the opposite side of the ring tool, said support means in combination with the drive roller forming the driving pressure applied by the drive roller to the ring tool, said support means being responsive to increases and decreases in workpiece resistance forces for causing said housing pieces to pivot toward and away from each other for increasing and decreasing the driving pressure of the drive roller on the ring tool.",,1,
3930310,5,5. The power tool of claim 2 further including preload means for applying minimum pressure between the drive roller and the ring tool.,2,0,
3930310,3,3. The power tool of claim 2 wherein said pivot means is disposed on the side of the ring tool opposite that of the drive roller and is disposed a greater radial distance than is the drive roller-ring tool interface midpoint.,2,0,
3930310,10,10. The power tool of claim 1 wherein the said power ring drive shaft has cam means incorporated therein to automatically extend and retract the drive roller on the drive shaft thereby varying the pressure the drive roller applies to the ring tool in relation to the load applied to the ring tool.,1,0,
3930310,2,2. The power tool of claim 1 wherein said pivot means is substantially parallel to the ring tool plane and substantially perpendicular to the drive shaft axis.,1,0,
3930310,11,"11. The power tool of claim 1 wherein the housing is mounted on the power unit by pivot means which is disposed substantially perpendicular to the ring tool plane, said pivot means permitting angular displacement of the drive shaft axis relative to the position of drive shaft axis intersection of the ring tool virtual axis within limits when viewed in plan from above in direct relationship to the resultant reaction force applied to the ring tool at the workpiece interface during power tool operation.",1,0,
3930310,9,"9. The power tool of claim 1 which includes in addition said drive shaft extending at an angle to the plane of the ring tool such that the drive shaft axis intersects an infinite working quadrant of the ring tool plane, said infinite working quadrant being defined as the domain contained between two lines having their mutual starting points at the mid-point of the drive roller-ring tool interface, one line extending perpendicular to the radius of said mid-point of the ring tool and having infinite length toward the working side of the ring tool, the other line extending along the radius of said mid-point of the ring tool and having infinite length toward the center of the ring tool.",1,0,
3930310,4,4. The power tool of claim 2 wherein said pivot means is disposed on the same side of the ring tool as the drive roller and is disposed a greater radial distance than is the drive roller-ring tool interface mid-point.,2,0,
3930310,12,"12. The power tool of claim 11 wherein said limits are opposing pairs of shoulders provided on said power unit and said ring tool housing, one pair establishing minimum drive shaft axis angular displacement and the other pair establishing maximum drive shaft axis angular displacement.",11,0,
3930310,7,7. The power tool of claim 6 wherein said pivot means is disposed on the side of the ring tool opposite that of the drive roller and the projection of said pivot means on the ring tool plane is disposed between the drive roller-ring tool interface and the non-working side of the ring tool.,6,0,
3930310,6,6. The power tool of claim 1 wherein said pivot means is substantially parallel to the ring tool plane and substantially parallel to the drive shaft axis.,1,0,
3930311,1,"1. An orthodontic bracket comprising a non-metallic bracket having a front face and a back side and tie wings;said back side being adapted to be directly secured to the front face of a tooth by means of an adhesive; andsaid front side having a groove recessed therein for the reception of an arch wire;and the improvement which comprises:a stiffening core embedded in the material of said bracket, said stiffening core being constructed of a more rigid metallic material than said non-metallic bracket and being embedded in said non-metallic bracket so that at least one edge of said core is exposed and is not covered by non-metallic bracket material and defines at least one portion of the surface of said arch wire groove.",,1,05426487
3930312,1,"1. A dental articulator for properly positioning upper and lower artificial dentures relative to each other and relative to an intermediate occlusal plane which is the bite plane when artificial dentures are mounted on the articulator, comprising an upper bracket and a lower bracket for the detachable securement thereto of said upper and lower dentures, respectively, a support on which said upper bracket is pivotally mounted for swinging movement about an axis parallel to said occlusal plane, means adjustably interconnecting said support and said lower bracket for movement of said support and said lower bracket relative to each other in a direction perpendicular to said axis and parallel to said occlusal plane, a plate carried by and extending forwardly from said support and disposed between said upper and lower bracket, said plate having one surface thereof confronting one of said brackets and disposed in said occlusal plane, and means mounting said plate so that when said plate is disposed in one position on said articulator the upper surface of said plate lies in said occlusal plane and when said plate is inverted and disposed in an inverted position in said articulator the undersurface of said plate is disposed in said occlusal plane whereby said occlusal plane may be established relative to an upper set of artificial dentures in said one position of said plate and said occlusal plane may be established relative to a lower set of artificial dentures in said inverted position of said plate.",,1,
3930312,2,"2. A dental articulator as claimed in claim 1, said mounting means comprising bifurcated members carried by said plate and releasably received in lateral guide grooves of said support.",1,0,
